Description,Label
Văn Thủy đây xem cái này đi nghe ổn đấy đổi cảm giác lạ😂😂,non-toxic
"Chúng mày làm nên cái mịa gì nên mới bảo k có vô dụngncar lũ, hiếp đáp dân lành là zõi",toxic
"Mồ tổ cha mày. Đăng mà cũng lược bỏ đi chi tiết: Cty hổ trợ 1thùng number one, bình đựng nước đá. Nhưng anh này...tham thêm 1chút là đòi 10 thùng number one. Đừg ngu mà tỏ nguy hiểm nha ad",toxic
Singend nữa,non-toxic
Thầy ơi làm giáo án susan đi thầy 🥴,non-toxic
đập ngu như thầy thì mãi mãi cx dell lên đc +7 e thề,toxic
Thăng đit lao nên lam quan chăng thê.cho va cho,toxic
Thà một phút huy hoàng còn hơn le lói suất trăm năm,non-toxic
Idol. Viết vậy là chết con đĩ mẹ người ta rồi,toxic
Trend này về VN ra đường dơ lên cái lại thâm mắt 🐒 các idol bậy quá.,non-toxic
Về vn ăn mau lol à.,toxic
Dcm nhìn thằng thẩm phán nó cười đểu kìa,toxic
Nguyễn Trọng Thái :(( nhân giống,non-toxic
"KimThy Lê dáng quần sang trọng , lich lãm, làm tăng sự chú ý của cô ý vào con cu của bạn",toxic
Cũg chưa biết tin ai đc m ơi =)) đồn như lời,toxic
Chị ba vàng là chị chó phèn ak haha,toxic
Quà tặng cuộc sống 😂,non-toxic
Noway mặc áo Friday chắc Abe mặc áo Tuesday rồi :)))),non-toxic
"Bố cái thằng ad, có cơ hội lại chả đầu cơ luôn ấy.",toxic
phò cũng là 1 nghề chân chính đấy đm thằng ad,toxic
Đm chậm thôi :)),toxic
thử con nhung lây cho m thử .m k chử nó đi .đạo đức giả,toxic
Đời là thế thôi😅,non-toxic
Được vl luôn abe ạ,toxic
okay thả tim cho 2 bạn :)),non-toxic
đeo cái loa vào mồm con gà a ưiiiiii,non-toxic
Đúng tính cách a ấy luôn bây ơi. Loài hợp quần,toxic
hmmm anh giàu rồi anh nói gì chả đúng :v,non-toxic
Nghe như đấm vào tai,toxic
Con này nó chửi cho đã rồi lên khóc lóc xin lỗi sao như bánh tráng mặt lật dữ vậy ta,toxic
Đào phát nữa.,non-toxic
Ông này có họ với chị Nhung à,non-toxic
đây là aba sao khi già,non-toxic
Mỹ Nguyễn cẩn thận tuyệt đối đó,non-toxic
Anh ba nay chuyển giáo án fifa à :)),non-toxic
ầy ướt quần :<,non-toxic
Hay dong hanh cung Grab,non-toxic
tây nó tưởng điên trốn trại,toxic
Nứng nứng nứng à,toxic
Đhs nói ngu vl :))),toxic
Phạm Tùng Giang không phải nuôi mỗi tóc mà còn học hát giống giọng nữa chứ haha,non-toxic
"Thay vì đi làm tóc , tốn tgian , có khi còn đ ra gì ,t mua mẹ bộ tóc giả về cho nhanh =)))",non-toxic
3 beautiful black cunt suckers🙏🙏👌👌👌,toxic
Vâng Rất Việt Nam... việt nam là thế,non-toxic
Qá dễ thương,non-toxic
Kinh đấy,non-toxic
Chống tham nhũng ở ViêtNam như kiểu con Mèo ăn miếng mỡ thì bắt được còn Còn cọp ăn con hươu thì đeoa bắt đc,toxic
Tâm huyết cả đời thì cũng phải xin phép chứ. Biệt thự trăm tỉ còn phải phá kìa. Hay ở mỹ xây nhà tổ nghiệp là ko cần phép,non-toxic
giáng sinh an lành mn,non-toxic
Đảng đã cho ta một mùa xuân đầy thất vọng!,non-toxic
Các bạn có đang hài lòng với cuộc sống mình đang có? Câu hỏi của anh khó thực sự...,non-toxic
Tập Cận Bình qua Mĩ cũng bị dân TQ bên đó treo băng rôn biểu tình chửi như chó =)),toxic
Trịnh Nam Long Mái ấm tình thương :))),non-toxic
fan cứng?? thầy lồn cho tao fan cứng chúng mày ạ .. yêu thầy dấu bé ba = )),toxic
Nguyễn Thanh Cẩm chị ở đâu ạ,non-toxic
"Đĩ mẹ nhung, lựa đi em",toxic
Ck4mk4m là gì á mn,non-toxic
"Biết là 19/10, nhưng kênh nào?",non-toxic
😥😢,non-toxic
MixiGaminh ghe,non-toxic
Cố lên Thầy ơi,non-toxic
Chụt Chụt =))) ghi nhanh quá thông cảm tí bro,non-toxic
Mãnh thú thì cũng phải trông em thôi :))),non-toxic
MCdn48 Na kute làm cái talkshow chắc cháy vé luôn quá,non-toxic
Lại sống như rau dền :)))),toxic
cay lắm luôn,non-toxic
mấy đứa sinh viên này chắc bị biến đổi gien của HULK rồi mạnh thật,non-toxic
"I love you chu cà mo 
E iu a cho gờ....tay  😛",non-toxic
Ngồi xem trailer 🤣,non-toxic
"Khấu Mỹ Ngọc, Er Chen, Ngoc Suong! 🤣🤣🤣",non-toxic
Mong chị Nhung sớm khoẻ để đoàn tụ với tổ tiên 🙂,toxic
Tú said : cái lol j vậy abe,toxic
Ảo thuật,non-toxic
A để em :)),non-toxic
Lâu lâu đói lại phải vẽ để đút mồm chứ,toxic
Con này hết thuốt chửa chữa rồi xin lỗi . Thua cạn lợi,toxic
Cô Trần Thị Nga bị nhà cầm tiền Việt Nam bắt tù đày chỉ có một tội duy nhất đó là....!,toxic
Huỳnh Văn Tặng,non-toxic
"Phải lên giành công trạng chứ, lãnh đạo mà. Nói chứ Bầu Đức là người có công lớn nhất đưa Park Hang Seo về dẫn dắt đội tuyển Việt Nam thế nhưng khi thành công chẳng ai một lời hỏi han quan tâm ông ta cả, lúc bầu cử còn gạch tên ông ta ra.",non-toxic
Ngọc Anh cười xỉu khúc đó,non-toxic
Đem lại tiếng cười... ???? Toàn post bài hãm lồn mới đáng cười :))))))))),toxic
Ong cung gan dat xa troi roi chu yeu vui thoi ban oi,non-toxic
"Bài viết quá hay,quá đúng,càng đọc càng thấm thía,con người sống ko cần jì nhiều, sống với những nhu cầu bình thường nêu trên sao cũng thấy khó khăn rồi,nhưng ko thất vọng vì con người lúc nào cũng luôn tiến hóa đến một xã hội hoàn chỉnh nhất, chỉ chờ đợi thời gian thôi,mình chết rồi thì đời con,đời cháu....",non-toxic
"Hiệp Đinh m muốn đi hiến máu giúp họ, nhưg khi hiến rồi mới biết bị nhiễm thì sao hả thằng bàn phím , đầu to mà óc cứ như củ cứt 🤗🤗🤗",toxic
Minh Tuấn tổ sư màiiii,toxic
Dân Việt mình chịu chơi lắm!nợ trả góp có sao đâu...!nợ vay nóng còn chơi ok mà!nợ công cũng ko ngoại lẹ nhá!,toxic
d4ng' y3u^ gk3^ :))),non-toxic
"Đu me giau con tham lam bi găt la đung rôi , đu me mây luc đâu nghe lơi no chưi hêt ngưoi nay đên ngưoi kia, ham tiên bi lưa gat rôi chưi con ba vang ngoc",toxic
Mọi người buồn thì qua page em nha page hợp tâm trạng :v,non-toxic
Quỳnh Như chưa có hình lấy đâu ra up liền 😂,non-toxic
Clm :))))) Trí Xuân,toxic
Ngủ trên li quăng mà lăn qua lăn lại =)),non-toxic
Du học úc giờ thua du học sinh Cao Bằng,non-toxic
Cực kì thuyết phục😎,non-toxic
Andrew Kern She is has offended the LGBT community,non-toxic
Cho xin zalo b dc k,non-toxic
Du học sinh Úc cơ ấy =)),non-toxic
chỉ 1 người đứng ra thì làm được gì khi mà tất cả những kẻ khác chỉ biết đứng đó nhìn xem gió thổi chiều nào ta bay theo chiều đó,toxic
Hằngg Ann đu ma may,toxic
Giang Nguyen :)),non-toxic
Dân InDo thì m nge làm lol gì??? K thích thì câm họng lại ok chưa lên đây sủa làm cc gì.,toxic
Người thiệt hại là chủ xe . thì để chủ xe tự ý thức .,non-toxic
Tưởng được quẩy như bên nước họ chứ :'(,non-toxic
Mui ba nay sua nhin ghe qua ma oi. Haizz,toxic
Đây là chàng trai ấy vài năm sau khi xem lại được video này :))),non-toxic
Chả bù cho K-ATM tí nào😩,toxic
Ok như 2 giọt nước,non-toxic
Ko biết có ai nghèo ở VN nhận đc số tiền tỷ tỷ tỷ của nó chưa.kể tài sản của ng khác rồi xạo lozzz của mk.Bóng này là bóng dơ bóng dũa nail chứ có cl gì.,toxic
chất a ơi,non-toxic
Lữ Văn Thánh,non-toxic
ko vào thì lấy đâu ra vốn vay FDI cho các anh đút túi ?,non-toxic
sao nhập ko đc ta,non-toxic
Đeo hieu kieu gi,toxic
Cụ nói Mỹ xóa ván cờ. Vnch chỉ là con cờ trong tay mỹ thôi. Cụ điên khùng là bước chuyển giao trước khi đầu hàng cộng sản.,toxic
:)) dân Việt xây lên chứ đéo ai mà sủa :)) khéo khi có cả bố mẹ m làm ở đấy =)) đhs có cả cái page chửi =)) mấy thằng mày lo đi mà học đi,toxic
"Mo mom ra biet ngu.nghi sao dung tu nhin,",toxic
có cái nút unlike mà bấm rồi phắn cmmd,toxic
trung sonic :)₫,non-toxic
dhs =)),non-toxic
Xã hội bồng bềnh.,toxic
dou ma thầy,toxic
Chửi xong rồi khóc như chó năn nỉ công đồng,toxic
Im mồm đi micky. Sủa nữa t dính lỗ đít m lại bgio,toxic
Trên tream nhìn nhỏ hơn,non-toxic
"Các bạn đọc thông cảm bme của tg ad đi gặm xương rồi, k mang nó theo nên nó xàm lồn, ngồi liếm cứt của bọn Bốc Bãi Cứt ra ăn đấy",toxic
Sống nhanh lên các bạn ơiiii😌,non-toxic
Châu Mỹ Đây là cánh hoa🙂,non-toxic
Bớt nghiệp nhé mn người ta làm ra tiền trên sức lao động người ta mà..nhân quả sẽ có thật nhé mn ...,non-toxic
Đây chính là lí do :)),non-toxic
Tui thấy mấy ông chống cộng chẳng ông nào còn tỉnh táo. Hâm hết ko giống con giáp nào hết,toxic
tết rồi thầy ơi,non-toxic
Người j đâu mà chưởi người Việt NAM MÌNH trưởi người ta quá trời ĐÚNG LÀ BÃ CHƯA THẤY QUAN TÀI CHƯA ĐỔ LỆ,toxic
Cuối cùng thầy cũng chịu mua áo mới,non-toxic
Thu Trang,non-toxic
Con này bị thần kinh năng rồi moi người ơi.,toxic
Nhìn mặt con chó này biết ngu rồi,toxic
Loằng ngoằng thì được cái *éo gì mà ông thích loằng ngoằng thế. :/ lạ vl,toxic
Cà khịa đi xíu thầy vô chửi cm🤦,toxic
Chào nhà báo vũ hoàng Lân. Chào danh hài vũ trụ trần tiger:-),non-toxic
Đôi khi quảng cáo với cái đầu ngắn nên bị tổ trác. Thay vì hòa đồng thì cứ thích tỏ vẻ bố thiên hạ. Chán ông vin fet,toxic
Cho nó ngáp cho nó chừa Cho mày tin cs nhe con,toxic
Loai ngu dốt ko bt. Huc la zi ! Lam mất hết an tuong người phụ nữ việt nam ! Ko tha thứ được!,toxic
vãi...,toxic
"Của dân, do dân, vì dân!!!",non-toxic
Lợi clmn chứ lợi,toxic
Huỳnh Lục trend chụp hình mới nàk cục cưng. Haha...,non-toxic
Nguyễn Thị Duyên idol,non-toxic
"chắc đéo đến mức ntn, nhưng chuyện ngoáy đồ là có thật.",toxic
Mệt mỏi ...,non-toxic
Nên bắt dân Việt Nam! Cắt 1 kiểu đầu của chủ tịch thôi,non-toxic
Ngoc Chu đme đang ăn sáng 🙂,toxic
"Chị nói quên một câu,,con ruột của diêm vương,,mai mốt ổng gọi về hầu ổng,,,",non-toxic
:( hợp lý,non-toxic
Binh thuong thi o dau,non-toxic
Nói chug la oam cách gi nó củg tìm cách ăn cho bằng đc . Trừ khi là dẹp mẹ cái bọn chó ức hiếp dân lành đi mới mong ko còn cảnh này .,toxic
"Chính quyền Hoá Châu ngu như redbull, về đây kiếm anh Chung con , cứ có tiernf là có đất vàng hehehe",toxic
Clm thầy,toxic
Về còn Linh Cậu Diệt dành Cho dien,non-toxic
Giang hồ hải phòng sau khi xem giang hồ bắc ninh dạy dỗ đàn em và cái kết...,non-toxic
"Đã là người có tiền thì đi du lịch cái lúc k có dịch thì đi đi, đến lúc có dịch thì lại đéo hiểu luôn",toxic
Trần Thị Ngọc Anh nếu ngược lại thì sao con mặt lòn.nếu nó biết bị bệnh rồi đi hiến thì sao.😊,toxic
Trần Hoàng Long ph..?,non-toxic
K phải khen chứ phim dỡ vkl,toxic
"Mới làm từ thiện, hôm nay đại gia cái miệng giống cái hầm cầu vậy, mã cha mầy chạy xe có ngày đâm cột điện nè",toxic
thầy ba đẹp trai thật mọi người ạ <3 ashe quán quân,non-toxic
Có tiền rồi nói gì cũng chuẩn chị ạ :)),toxic
"Dạng như giờ tao báo tao đéo trả cho có thôi...đó, dân đen tụi bây làmcc gì được tụi tao :v",toxic
Mừng quá idol chưa đứt con chuột kk,non-toxic
Thằng chó này :3,toxic
29:40 con kì thị lgbt,non-toxic
Hanh Viet tôi thấy 1 bông hoa giữa 1 vùng cứt,toxic
ảnh này ở video Superheroo nghe buồn não ruột -__-,non-toxic
Hoang Trung,non-toxic
"30:03 ""Con Đ.Ĩ L.OZ Thúi""🦋😂😂",toxic
Nguyễn Minh Hiếu nghe nói anh zai ở cầu giấy :)),non-toxic
"Buồn quá,k biết mấy cái tượng nghìn tỷ có bị ngập nc k nữa.",non-toxic
Luc óc chó này ăn lắm cứt quá,toxic
"Hải Yến kệ cm m luôn, tụi t thích là đx :))",toxic
Tạ Tường xin link ảnh,non-toxic
"vừa share song thấy đồng nghiệp có tin nhắn nhận lương hết r,’mà mk chưa thấy đâu🥴",non-toxic
"T thề là nếu như dịch bệnh mà hết và con Nhung này ra viện thì chắc là ai nhìn thấy nó thì cũng muốn lao vào xé xác nó ra ấy, thế có mà nó sợ tụt lờ k dám đi đâu đâu =)))))",toxic
Chỉ là lại từ bỏ tiền ra cho cày view thôi chứ hay cc j đâu,toxic
Nguyễn Bá Quang cày cuốc ăn lẩu phan mà :))),non-toxic
Yeu thay,non-toxic
Tham nhũng kỳ diệu :3,toxic
Xạo lồn quá cj ơi,toxic
Cái mieng con linh loc  ik nhu cái lon trau,toxic
Về đây bên Abe nha mấy đứa,non-toxic
"Hay là cái tụi du côn, cô hồn các đảng đó là tay sai của chúng mày !?",toxic
Hoàng Xuân Tâm mày muốn đợi Tùng ra mv thì mày phải ráng chờ anh GD tung sản phẩm đã khi đó Tùng mới có ý tưởng ra mv cho mày xem,toxic
Rất chi là có sức hút :)),non-toxic
From Bến Tre with love ❤❤,non-toxic
Tươi à,non-toxic
Còn anh có công với ghpg đâu rồi.chắc lên cỏi niết bàn rồi thì phải???,toxic
Cave mãi là Cave thôi,toxic
"Phương Dung Nguyễn chị chơi vậy, ai đ* chị",toxic
😄😄😄💐,non-toxic
Rất healthy và balance anh ạ😑,non-toxic
Con này xấu  giữ  vay trời,toxic
anh Độ độ quả đâu ` cho hai bố con đuok quá,non-toxic
Nguyễn Văn Tý đỉ mất dạiii ghê,toxic
"coi như xong các cầu thủ không nên vui mừng quá sớm không khéo lại xôi hỏng bỏng không (lũ chúng nó tiền của nạn nhân chất độc da cam,trẻ em tàn tật,đồng bào lũ lụt,tiền trợ cấp xh",toxic
ăn bom trên nhà thằng adm trốc tôm thôi,toxic
Ngèo quá phải ăn bánh mì :<,non-toxic
Sủa hay lắm ad,toxic
Đoạn đầu gay vl🙆🏻,toxic
........,non-toxic
"Cái lỗ mũi như lỗ trâu mà còn ngột ngạt,hít hết cả khí trời của ngta rồi còn j.",toxic
Duck Anh mày sv đó,toxic
chị nói chuyện vui quá chị ơi em thích chị lắm chị ạ,non-toxic
"Ở Italy còn ko lo , ở việt nam lo gì hãy tin vào nhà nước , quân y , bệnh viện dịch tễ họ thật sự đẳng cấp trong chuyện này đã chữa cho 16 ng , chị nhung vài bữa nữa khỏe giờ đó , nếu ko khỏe thì mình ship cho chị nhung 1 lạng đinh",toxic
"Chuyên gia kinh tế, bà Phạm Chi Lan nói nè , cho nên chúng ta hiểu rằng Vingroup và các tỷ phú bất động sản khác giàu lên chỉ nhờ mối quan hệ và bắt tay với quan chức nhà nước mà thôi",toxic
Trang Chủ Tịch Đã Thích Hình Ảnh Của Độ :)),non-toxic
Ad page này có quan tâm gì đâu. Chỉ quan tâm nói đểu nói xoáy thôi mà. Đm ad,toxic
"Ad chửi hết bọn khựa làm chó gì?! Dân nó cũng y như dân mình thôi. Chế hính cho đỡ tức hả, không tác dụng gì, để sức mà xem nước ta ""thắt chặt tình hữu nghị"" ra sao nhé. Vụ Formosa chìm xuồng rồi nhé :v Đm, ai bầu thằng cẩu nô tài lên làm lãnh đạo thế?!",toxic
giọng cười phu thuê 😂,non-toxic
"3/// tới Vn dạy vc về lại bưng , dùng 3/// xỏ lá để dành chùi rửa lần",toxic
"Đây nữa nek, toàn lũ giáo sư tiến sĩ đầu óc cức",toxic
Bọn bò đỏ ngu hết thuốc chữa! GDP của vc phải 15 năm nữa mới bằng Thái lan !,toxic
Mắc đ*t quá,toxic
Phạm AnhQuân cái nài live thật à mn,non-toxic
"kẻ nào giỏi phá , ăn chơi , mất dạy , lưu manh , đều là bằng cấp lảnh đạo Việt Nam!",toxic
thien duong cs ngo that.biet tq mun hai vn ma van tiep tay cho tq,toxic
Sale 99% thì mua,non-toxic
đm may thay gê qá,toxic
Ok thay,non-toxic
"Hiệp Đinh v m k biết đọc à, hãy viết trước khi đọc kĩ nha thằng óc cứt, mắt chưa rà hết chữ mà tay nhanh hơn não, mối nguy hiểm của xã hội",toxic
Nguyễn Trọng Hiệp Đm óc cức à bạn trẻ...,toxic
Stop chem' gio' di chu Tran Dan oi ?,toxic
Trời ơi trời ngạc nhiên chưa ông mười nầy ổng quánh người chết bằng tiếng nói của ổng đó Ui trời ngạc nhiên chưa ông mười nầy quảng cáo rất rất là nhanh trời trời tám bà chửi kg lại ông ta đó nhé,toxic
Huỳnh Châu a ơi a có ng iu chưa? À nhầm a có bạn ụ chưa 😁,non-toxic
